0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
price: 14900,year make model: 2014 chrysler town & country S,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 80500,paint color: black,size: full-size,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-09 19;59,city:lynchburg,lat:37.369000,long:-79.256200,
price: 27900,year make model: 2017 ram 1500,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 73500,paint color: black,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-09 09;49,city:lynchburg,lat:37.363000,long:-79.213000,
price: 4950,year make model: 2000 ford e350 van,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 200000,paint color: white,size: full-size,title status: salvage,transmission: automatic,type: van,date time: 2022-12-09 09;28,city:lynchburg,lat:37.382500,long:-79.218100,
price: 6000,year make model: 2007 Dodge Durango Limited Hemi,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 188000,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-09 08;11,city:lynchburg,lat:37.079800,long:-79.300000,
price: 14000,year make model: 2013 cadillac escalade esv,condition: good,fuel: gas,odometer: 176762,title status: clean,transmission: automatic,date time: 2022-12-08 10;31,city:lynchburg,lat:37.453100,long:-79.114100,,,,,,
price: 19500,year make model: 2016 nissan rogue sl awd,VIN: 5N1AT2MV5GC758238,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 75700,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-08 09;59,city:lynchburg,lat:37.437600,long:-79.205000
price: 9500,year make model: 2004 Ford F-150,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 213000,paint color: silver,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-07 21;29,city:lynchburg,lat:37.261000,long:-79.231700,,
price: 4500,year make model: 1966 chevy c30,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 100000,paint color: green,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-07 07;04,city:lynchburg,lat:37.262100,long:-79.098000,
price: 19500,year make model: 2022 kia rio,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 7600,paint color: black,size: compact,title status: clean,transmission: automatic,date time: 2022-12-06 13;00,city:lynchburg,lat:37.315300,long:-79.533100,,
price: 4650,year make model: 1963 f100 ford,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 90000,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-05 17;36,city:lynchburg,lat:37.315300,long:-79.533100,,,
price: 1600,year make model: 2001 ford f-150,condition: salvage,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 110000,title status: salvage,transmission: manual,date time: 2022-12-05 13;02,city:lynchburg,lat:37.453100,long:-79.114100,,,,
price: 6500,year make model: 2006 toyota camry,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 185000,paint color: grey,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-03 09;58,city:lynchburg,lat:37.413100,long:-79.140700,
price: 2200,year make model: 2000 chevy caviler,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 160000,title status: clean,transmission: automatic,date time: 2022-12-01 18;53,city:lynchburg,lat:36.849269,long:-78.864841,,,,
price: 5500,year make model: 2012 Jeep Liberty Latitude,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 163000,paint color: blue,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-01 11;45,city:lynchburg,lat:37.382500,long:-79.218100,,
price: 4000,year make model: 2005 bmw x3,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 190000,paint color: black,title status: clean,transmission: manual,date time: 2022-12-01 09;43,city:lynchburg,lat:37.315300,long:-79.533100,,,
price: 5200,year make model: 2011 chevy malibu,fuel: gas,odometer: 192000,title status: clean,transmission: automatic,date time: 2022-11-29 18;44,city:lynchburg,lat:37.315300,long:-79.533100,,,,,,,
price: 8500,year make model: 2009 hyundai santa fe,VIN: 5NMSH13EX9H257436,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 127000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-11-29 16;32,city:lynchburg,lat:37.337900,long:-79.279100
price: 12000,year make model: 2000 chevrolet corvette,condition: good,cylinders: 8 cylinders,fuel: gas,odometer: 204000,title status: clean,transmission: manual,type: coupe,date time: 2022-11-29 09;29,city:lynchburg,lat:37.361000,long:-79.054400,,,,
price: 500,year make model: 1984 1984 chevy,fuel: gas,odometer: 42000,title status: missing,transmission: manual,date time: 2022-11-28 10;45,city:lynchburg,lat:37.353000,long:-78.822400,,,,,,,
price: 39908,year make model: 2006 bentley continental flying spur,condition: excellent,fuel: gas,odometer: 78000,title status: clean,transmission: automatic,date time: 2022-12-25 18;40,city:blacksburg,lat:37.478200,long:-77.585400,,,,,,
price: 9500,year make model: 2009 chevrolet tahoe,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: hybrid,odometer: 138000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-25 17;30,city:blacksburg,lat:37.217514,long:-80.414316,
price: 7750,year make model: 2013 2013 Ford Expedition Limited,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 145000,paint color: black,size: full-size,title status: rebuilt,transmission: automatic,type: SUV,date time: 2022-12-25 10;40,city:blacksburg,lat:36.787900,long:-80.882400,
price: 2300,year make model: 2001 ford tuarus,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 156000,title status: clean,transmission: automatic,date time: 2022-12-22 13;19,city:blacksburg,lat:37.118911,long:-80.395374,,,,
price: 15900,year make model: 2004 bmw m3 convertible,drive: rwd,fuel: gas,odometer: 106300,paint color: black,title status: clean,transmission: other,date time: 2022-12-20 15;35,city:blacksburg,lat:37.269244,long:-80.416059,,,,,
price: 9500,year make model: 1998 ford mustang gt convertible,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 1250003,paint color: white,size: compact,title status: clean,transmission: automatic,type: convertible,date time: 2022-12-18 09;07,city:blacksburg,lat:37.128700,long:-80.432000,
price: 10900,year make model: 2012 nissan murano,condition: like new,drive: 4wd,fuel: gas,odometer: 102000,title status: clean,transmission: automatic,date time: 2022-12-17 08;06,city:blacksburg,lat:37.376439,long:-81.018784,,,,,
price: 8995,year make model: 2007 gmc sierra,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 170000,title status: clean,transmission: automatic,type: truck,date time: 2022-12-17 07;58,city:blacksburg,lat:37.376439,long:-81.018784,,,
price: 8000,year make model: 2005 2005 ford f150,condition: good,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 196000,paint color: green,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-16 23;21,city:blacksburg,lat:37.074000,long:-80.796000,
price: 9500,year make model: 2009 chevrolet tahoe,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: hybrid,odometer: 138000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-16 18;46,city:blacksburg,lat:37.217514,long:-80.414316,
price: 1000,year make model: 1993 chevrolet blazer,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 300000,paint color: red,title status: clean,transmission: automatic,type: offroad,date time: 2022-12-16 12;09,city:blacksburg,lat:37.231900,long:-80.493400,,
price: 2850,year make model: 1999 lincoln continental,condition: good,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 138500,paint color: red,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-15 12;37,city:blacksburg,lat:37.054218,long:-80.779724,
price: 20000,year make model: 2000 honda s2000,condition: excellent,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 141514,title status: clean,transmission: manual,date time: 2022-12-15 11;39,city:blacksburg,lat:37.256300,long:-80.434700,,,,
price: 5100,year make model: 2000 Ford F-150,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 253000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-13 20;57,city:blacksburg,lat:37.059170,long:-80.523949,
price: 2550,year make model: 2001 2001 jeep grand cherokee laredo,condition: good,cylinders: 6 cylinders,fuel: gas,odometer: 274137,paint color: blue,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-13 17;30,city:blacksburg,lat:37.251000,long:-80.211000,,,
price: 4999,year make model: 2008 saab 9-3,VIN: YS3FB46Y681004657,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 110760,paint color: black,size: full-size,title status: clean,transmission: manual,type: sedan,date time: 2022-12-13 10;28,city:blacksburg,lat:37.226100,long:-80.412400
price: 3000,year make model: 2002 ford explorer,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 220000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-13 09;28,city:blacksburg,lat:36.770500,long:-80.805100,
price: 9500,year make model: 1998 ford mustang gt convertible,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 1250003,paint color: white,size: compact,title status: clean,transmission: automatic,type: convertible,date time: 2022-12-11 18;31,city:blacksburg,lat:37.128700,long:-80.432000,
price: 11500,year make model: 1987 ford f150 lariat,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 87000,paint color: white,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-11 13;38,city:blacksburg,lat:37.135300,long:-80.418800,,
price: 1858,year make model: 1958 1958 bug eye Sprite,condition: fair,cylinders: 4 cylinders,fuel: gas,odometer: 0,title status: clean,transmission: manual,date time: 2022-12-10 18;53,city:blacksburg,lat:36.870942,long:-80.262337,,,,,
price: 10500,year make model: 2015 2015 GMC Terrain,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 106250,paint color: black,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-09 14;42,city:blacksburg,lat:37.780700,long:-80.394000,,
price: 10000,year make model: 2015 Jeep Patriot,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 85500,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-09 09;04,city:blacksburg,lat:37.259572,long:-80.435371,,,
price: 5900,year make model: 2001 toyota 4runner,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 201182,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-08 09;32,city:blacksburg,lat:36.610400,long:-81.395500,
price: 58500,year make model: 2016 ford mustang,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 7000,paint color: black,size: compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-07 22;35,city:blacksburg,lat:37.074000,long:-80.796000,
price: 20500,year make model: 2017 Subaru Impreza,condition: like new,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 30000,paint color: white,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 21;59,city:blacksburg,lat:37.319858,long:-80.637148,
price: 13000,year make model: 1995 ford f-350,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 169000,paint color: grey,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-07 10;18,city:blacksburg,lat:37.372000,long:-80.369000,
price: 19990,year make model: 2017 hyundai santa fe sport,condition: like new,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 49000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-06 12;46,city:blacksburg,lat:37.256300,long:-80.434700,
price: 17500,year make model: 2015 nissan frontier,condition: good,drive: rwd,fuel: gas,odometer: 83576,paint color: black,title status: clean,transmission: automatic,type: truck,date time: 2022-12-05 11;26,city:blacksburg,lat:37.256300,long:-80.434700,,,
price: 10000,year make model: 2015 Jeep Patriot,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 85500,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-04 16;30,city:blacksburg,lat:37.259572,long:-80.435371,,,
price: 3500,year make model: 2006 ford explorer,condition: fair,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 160000,paint color: brown,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-03 09;31,city:blacksburg,lat:37.245217,long:-80.779941,
price: 9995,year make model: 2007 gmc sierra,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 170000,title status: clean,transmission: automatic,date time: 2022-12-03 09;25,city:blacksburg,lat:37.376439,long:-81.018784,,,,
price: 5900,year make model: 2009 subaru impreza,condition: good,drive: 4wd,fuel: gas,odometer: 109000,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-03 09;10,city:blacksburg,lat:36.895700,long:-80.327500,,,,
price: 12000,year make model: 1983 chevrolet suburban,condition: fair,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 89000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-11-30 18;37,city:blacksburg,lat:37.130000,long:-80.409000,
price: 4500,year make model: 2009 2009 nissan altima,condition: good,fuel: gas,odometer: 115400,title status: clean,transmission: automatic,type: sedan,date time: 2022-11-30 16;42,city:blacksburg,lat:37.119700,long:-80.556500,,,,,
price: 4200,year make model: 2004 dodge ram 1500,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 226000,paint color: white,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-11-29 12;08,city:blacksburg,lat:36.895700,long:-80.327500,
price: 24500,year make model: 1947 packard clipper,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 87000,size: full-size,title status: clean,transmission: manual,type: sedan,date time: 2022-11-28 21;08,city:blacksburg,lat:37.105700,long:-80.685300,,
price: 12000,year make model: 2006 Ford,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: diesel,odometer: 218000,paint color: white,title status: clean,transmission: automatic,type: van,date time: 2022-11-28 15;00,city:blacksburg,lat:37.142201,long:-80.581009,,
price: 9000,year make model: 1994 1994 Chevy Van G30,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 86400,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-11-28 11;27,city:blacksburg,lat:37.135300,long:-80.418800,
